Freq,T,Amp
,,
0.000488281,2048,21111.53179
0.000976563,1024,3542.140826
0.001464844,682.6666667,2135.650031
0.001953125,512,1545.050309
0.002441406,409.6,1288.748261
0.002929688,341.3333333,3381.743961
0.003417969,292.5714286,744.1380373
0.00390625,256,230.175341
0.004394531,227.5555556,138.2530837
0.004882813,204.8,50.85943985
0.005371094,186.1818182,31.74389021
0.005859375,170.6666667,14.86013643
0.006347656,157.5384615,437.4027215
0.006835938,146.2857143,445.528621
0.007324219,136.5333333,290.1618519
0.0078125,128,81.56892447
0.008300781,120.4705882,148.6135706
0.008789063,113.7777778,85.97694312
0.009277344,107.7894737,244.0839379
0.009765625,102.4,424.3315695
0.010253906,97.52380952,79.10687839
0.010742188,93.09090909,52.77797624
0.011230469,89.04347826,3.868827429
0.01171875,85.33333333,32.82254212
0.012207031,81.92,13.27923043
0.012695313,78.76923077,113.498331
0.013183594,75.85185185,589.5043048
0.013671875,73.14285714,283.0313183
0.014160156,70.62068966,58.75352152
0.014648438,68.26666667,54.97352455
0.015136719,66.06451613,39.00481994
0.015625,64,36.95211847
0.016113281,62.06060606,140.92192
0.016601563,60.23529412,308.1695169
0.017089844,58.51428571,165.2758364
0.017578125,56.88888889,59.01198276
0.018066406,55.35135135,50.0344644
0.018554688,53.89473684,73.42082346
0.019042969,52.51282051,70.24106789
0.01953125,51.2,301.1920159
0.020019531,49.95121951,489.0359955
0.020507813,48.76190476,125.1738793
0.020996094,47.62790698,12.65500844
0.021484375,46.54545455,44.49415295
0.021972656,45.51111111,15.95660178
0.022460938,44.52173913,41.11290087
0.022949219,43.57446809,197.7039578
0.0234375,42.66666667,364.1707763
0.023925781,41.79591837,140.1294344
0.024414063,40.96,37.09843963
0.024902344,40.15686275,100.6862249
0.025390625,39.38461538,66.06589815
0.025878906,38.64150943,139.1223683
0.026367188,37.92592593,351.6329407
0.026855469,37.23636364,268.6978638
0.02734375,36.57142857,38.88932416
0.027832031,35.92982456,10.05361174
0.028320313,35.31034483,36.35423013
0.028808594,34.71186441,17.01736976
0.029296875,34.13333333,81.00157508
0.029785156,33.57377049,299.765294
0.030273438,33.03225806,267.1596108
0.030761719,32.50793651,62.90282783
0.03125,32,46.6411816
0.031738281,31.50769231,74.62013565
0.032226563,31.03030303,49.22426519
0.032714844,30.56716418,133.7001174
0.033203125,30.11764706,262.904374
0.033691406,29.68115942,105.1603393
0.034179688,29.25714286,12.8457273
0.034667969,28.84507042,16.44658601
0.03515625,28.44444444,30.94425408
0.035644531,28.05479452,25.40178651
0.036132813,27.67567568,114.7960034
0.036621094,27.30666667,282.5837697
0.037109375,26.94736842,100.418272
0.037597656,26.5974026,14.66599055
0.038085938,26.25641026,42.37218978
0.038574219,25.92405063,25.54455475
0.0390625,25.6,32.86467575
0.039550781,25.28395062,87.64004224
0.040039063,24.97560976,148.4969923
0.040527344,24.6746988,48.26848067
0.041015625,24.38095238,5.898909349
0.041503906,24.09411765,26.8276538
0.041992188,23.81395349,22.87186584
0.042480469,23.54022989,38.39260418
0.04296875,23.27272727,119.2388195
0.043457031,23.01123596,149.9552497
0.043945313,22.75555556,22.57682156
0.044433594,22.50549451,4.947838538
0.044921875,22.26086957,18.19071309
0.045410156,22.02150538,4.572591884
0.045898438,21.78723404,20.69105938
0.046386719,21.55789474,65.92985734
0.046875,21.33333333,99.73398563
0.047363281,21.11340206,24.77773806
0.047851563,20.89795918,9.685916305
0.048339844,20.68686869,29.17397888
0.048828125,20.48,13.65706548
0.049316406,20.27722772,43.69477287
0.049804688,20.07843137,83.5867912
0.050292969,19.88349515,54.53681053
0.05078125,19.69230769,3.130252283
0.051269531,19.5047619,3.996643636
0.051757813,19.32075472,8.588917655
0.052246094,19.14018692,2.424636209
0.052734375,18.96296296,23.08049609
0.053222656,18.78899083,63.05933702
0.053710938,18.61818182,54.19952362
0.054199219,18.45045045,7.978006583
0.0546875,18.28571429,15.84810947
0.055175781,18.12389381,15.99284003
0.055664063,17.96491228,10.81521652
0.056152344,17.80869565,31.45678593
0.056640625,17.65517241,36.76794759
0.057128906,17.5042735,13.78485427
0.057617188,17.3559322,0.21075943
0.058105469,17.21008403,4.675153092
0.05859375,17.06666667,6.17843438
0.059082031,16.92561983,5.200108222
0.059570313,16.78688525,26.8673678
0.060058594,16.6504065,41.14146459
0.060546875,16.51612903,10.05614008
0.061035156,16.384,4.246563973
0.061523438,16.25396825,9.724615026
0.062011719,16.12598425,2.48543552
0.0625,16,8.438457229
0.062988281,15.87596899,10.89339775
0.063476563,15.75384615,10.13019666
0.063964844,15.63358779,3.154543829
0.064453125,15.51515152,0.448184678
0.064941406,15.39849624,3.866282754
0.065429688,15.28358209,1.271943983
0.065917969,15.17037037,8.344688659
0.06640625,15.05882353,12.98104999
0.066894531,14.94890511,8.46126737
0.067382813,14.84057971,0.331937418
0.067871094,14.73381295,3.289244679
0.068359375,14.62857143,0.946667441
0.068847656,14.5248227,1.603534741
0.069335938,14.42253521,2.842395249
0.069824219,14.32167832,1.444441389
0.0703125,14.22222222,3.7566259
0.070800781,14.12413793,0.689026948
0.071289063,14.02739726,0.855504322
0.071777344,13.93197279,1.082255208
0.072265625,13.83783784,1.00616336
0.072753906,13.74496644,6.010839444
0.073242188,13.65333333,0.431935035
0.073730469,13.56291391,0.309902879
0.07421875,13.47368421,3.270662901
0.074707031,13.38562092,0.49074907
0.075195313,13.2987013,1.170364268
0.075683594,13.21290323,1.08555072
0.076171875,13.12820513,1.511965044
0.076660156,13.04458599,2.034280954
0.077148438,12.96202532,2.582519664
0.077636719,12.88050314,0.14990591
0.078125,12.8,0.350414177
0.078613281,12.72049689,0.033722523
0.079101563,12.64197531,1.586769802
0.079589844,12.56441718,0.761165581
0.080078125,12.48780488,1.466873785
0.080566406,12.41212121,4.082150806
0.081054688,12.3373494,1.010224319
0.081542969,12.26347305,1.435191305
0.08203125,12.19047619,1.694272102
0.082519531,12.1183432,0.137461913
0.083007813,12.04705882,5.5705585
0.083496094,11.97660819,1.47308949
0.083984375,11.90697674,0.572683091
0.084472656,11.83815029,0.48499928
0.084960938,11.77011494,0.047439173
0.085449219,11.70285714,0.903170307
0.0859375,11.63636364,0.253783264
0.086425781,11.57062147,4.302494454
0.086914063,11.50561798,4.41387158
0.087402344,11.44134078,2.974721331
0.087890625,11.37777778,0.57614903
0.088378906,11.31491713,1.866779479
0.088867188,11.25274725,0.299392644
0.089355469,11.19125683,1.597930577
0.08984375,11.13043478,4.60418336
0.090332031,11.07027027,1.041265057
0.090820313,11.01075269,1.647937779
0.091308594,10.95187166,0.026832605
0.091796875,10.89361702,1.401839695
0.092285156,10.83597884,1.133952875
0.092773438,10.77894737,0.80542608
0.093261719,10.72251309,10.79425187
0.09375,10.66666667,2.935576064
0.094238281,10.61139896,0.452201866
0.094726563,10.55670103,1.220157718
0.095214844,10.5025641,0.665643566
0.095703125,10.44897959,0.014344334
0.096191406,10.39593909,1.635702834
0.096679688,10.34343434,6.166979217
0.097167969,10.29145729,2.821834956
0.09765625,10.24,1.459782486
0.098144531,10.18905473,2.031676467
0.098632813,10.13861386,3.491996933
0.099121094,10.08866995,1.188588302
0.099609375,10.03921569,6.169362869
0.100097656,9.990243902,8.249041083
0.100585938,9.941747573,1.378945371
0.101074219,9.893719807,0.064759036
0.1015625,9.846153846,0.997021823
0.102050781,9.799043062,0.881246781
0.102539063,9.752380952,0.18542146
0.103027344,9.706161137,4.484376177
0.103515625,9.660377358,7.704955683
0.104003906,9.615023474,3.807802751
0.104492188,9.570093458,1.836721329
0.104980469,9.525581395,4.794132299
0.10546875,9.481481481,2.680541834
0.105957031,9.437788018,2.03020577
0.106445313,9.394495413,9.849732956
0.106933594,9.351598174,2.846406954
0.107421875,9.309090909,0.87672131
0.107910156,9.266968326,0.509889684
0.108398438,9.225225225,1.952813314
0.108886719,9.183856502,1.324409372
0.109375,9.142857143,1.698933699
0.109863281,9.102222222,10.45392915
0.110351563,9.061946903,5.799840164
0.110839844,9.022026432,3.404633655
0.111328125,8.98245614,3.479773216
0.111816406,8.943231441,4.05525887
0.112304688,8.904347826,2.226589098
0.112792969,8.865800866,2.396202232
0.11328125,8.827586207,5.373021268
0.113769531,8.789699571,1.324465114
0.114257813,8.752136752,0.830950885
0.114746094,8.714893617,1.386224843
0.115234375,8.677966102,2.557407049
0.115722656,8.641350211,2.294473152
0.116210938,8.605042017,2.970763094
0.116699219,8.569037657,7.390504722
0.1171875,8.533333333,3.210459214
0.117675781,8.497925311,2.175523869
0.118164063,8.462809917,2.797007294
0.118652344,8.427983539,1.864119015
0.119140625,8.393442623,1.100117037
0.119628906,8.359183673,0.937408242
0.120117188,8.325203252,2.088376268
0.120605469,8.291497976,0.735902356
0.12109375,8.258064516,0.896792236
0.121582031,8.224899598,1.702336114
0.122070313,8.192,2.194955124
0.122558594,8.15936255,2.262434468
0.123046875,8.126984127,2.935913314
0.123535156,8.09486166,2.716370613
0.124023438,8.062992126,1.185728017
0.124511719,8.031372549,0.808739194
0.125,8,0.816323346
0.125488281,7.968871595,0.263858327
0.125976563,7.937984496,0.389964463
0.126464844,7.907335907,1.880080403
0.126953125,7.876923077,2.186799084
0.127441406,7.846743295,1.425690744
0.127929688,7.816793893,1.322061878
0.128417969,7.787072243,1.536170943
0.12890625,7.757575758,0.87781957
0.129394531,7.728301887,0.866832578
0.129882813,7.69924812,1.633921057
0.130371094,7.670411985,0.283996225
0.130859375,7.641791045,0.39813705
0.131347656,7.6133829,0.102672722
0.131835938,7.585185185,0.145217229
0.132324219,7.557195572,0.081316517
0.1328125,7.529411765,0.32843765
0.133300781,7.501831502,1.940682271
0.133789063,7.474452555,0.868932218
0.134277344,7.447272727,1.776706516
0.134765625,7.420289855,1.092787455
0.135253906,7.393501805,0.983047728
0.135742188,7.366906475,0.748068973
0.136230469,7.340501792,0.23944176
0.13671875,7.314285714,0.410008655
0.137207031,7.288256228,0.418164373
0.137695313,7.262411348,0.290896854
0.138183594,7.236749117,0.142995553
0.138671875,7.211267606,0.316550883
0.139160156,7.185964912,0.465779886
0.139648438,7.160839161,0.166914234
0.140136719,7.135888502,1.556290551
0.140625,7.111111111,2.165297705
0.141113281,7.08650519,1.815020754
0.141601563,7.062068966,0.966210177
0.142089844,7.037800687,0.691595852
0.142578125,7.01369863,1.01175828
0.143066406,6.989761092,2.769779765
0.143554688,6.965986395,1.780751713
0.144042969,6.942372881,1.221160722
0.14453125,6.918918919,0.841765167
0.145019531,6.895622896,0.543597427
0.145507813,6.872483221,0.542664162
0.145996094,6.849498328,1.222959807
0.146484375,6.826666667,3.958591081
0.146972656,6.803986711,3.261962132
0.147460938,6.781456954,3.090506801
0.147949219,6.759075908,1.210035001
0.1484375,6.736842105,0.776389207
0.148925781,6.714754098,0.806697254
0.149414063,6.692810458,0.463811868
0.149902344,6.671009772,1.94820325
0.150390625,6.649350649,0.572458149
0.150878906,6.627831715,1.375171504
0.151367188,6.606451613,0.841374496
0.151855469,6.585209003,0.844862209
0.15234375,6.564102564,1.698331708
0.152832031,6.54313099,1.778446756
0.153320313,6.522292994,4.607311324
0.153808594,6.501587302,2.472131392
0.154296875,6.481012658,1.438389955
0.154785156,6.460567823,0.230490452
0.155273438,6.440251572,0.502758612
0.155761719,6.420062696,0.694604339
0.15625,6.4,0.283010763
0.156738281,6.380062305,0.774173071
0.157226563,6.360248447,1.274950872
0.157714844,6.340557276,1.279926448
0.158203125,6.320987654,0.390901985
0.158691406,6.301538462,1.051810102
0.159179688,6.282208589,1.824270177
0.159667969,6.262996942,2.009273289
0.16015625,6.243902439,0.641900288
0.160644531,6.224924012,0.417236846
0.161132813,6.206060606,0.099863215
0.161621094,6.187311178,0.0318631
0.162109375,6.168674699,0.284943553
0.162597656,6.15015015,0.675763321
0.163085938,6.131736527,0.933879994
0.163574219,6.113432836,1.537728434
0.1640625,6.095238095,1.070357747
0.164550781,6.077151335,0.35454301
0.165039063,6.059171598,0.311496082
0.165527344,6.041297935,0.558752787
0.166015625,6.023529412,0.133766983
0.166503906,6.005865103,1.115915452
0.166992188,5.988304094,0.680925876
0.167480469,5.970845481,0.120932969
0.16796875,5.953488372,0.286973951
0.168457031,5.936231884,0.213348808
0.168945313,5.919075145,0.715281624
0.169433594,5.902017291,1.243823366
0.169921875,5.885057471,0.949730712
0.170410156,5.868194842,0.209085087
0.170898438,5.851428571,0.186095192
0.171386719,5.834757835,0.046698616
0.171875,5.818181818,0.046235559
0.172363281,5.801699717,0.170873129
0.172851563,5.785310734,1.158200256
0.173339844,5.769014085,10.79275262
0.173828125,5.752808989,0.505306684
0.174316406,5.736694678,0.206606676
0.174804688,5.720670391,0.884158149
0.175292969,5.704735376,0.648104286
0.17578125,5.688888889,1.688901197
0.176269531,5.673130194,3.113135102
0.176757813,5.657458564,3.101002333
0.177246094,5.641873278,0.037703137
0.177734375,5.626373626,0.030843935
0.178222656,5.610958904,0.13542017
0.178710938,5.595628415,0.131615353
0.179199219,5.580381471,1.137679129
0.1796875,5.565217391,5.494878985
0.180175781,5.550135501,8.66531975
0.180664063,5.535135135,1.036113172
0.181152344,5.520215633,0.273343189
0.181640625,5.505376344,1.150653629
0.182128906,5.490616622,0.866356642
0.182617188,5.475935829,1.186014573
0.183105469,5.461333333,2.534998647
0.18359375,5.446808511,1.280569518
0.184082031,5.432360743,0.264071119
0.184570313,5.417989418,0.025036117
0.185058594,5.403693931,0.175383235
0.185546875,5.389473684,0.242869107
0.186035156,5.375328084,0.693320054
0.186523438,5.361256545,2.772459708
0.187011719,5.347258486,0.608143112
0.1875,5.333333333,0.053861706
0.187988281,5.319480519,0.149405692
0.188476563,5.305699482,0.065825275
0.188964844,5.291989664,0.111977236
0.189453125,5.278350515,0.299998814
0.189941406,5.264781491,4.484774301
0.190429688,5.251282051,2.433997916
0.190917969,5.237851662,1.007501652
0.19140625,5.224489796,0.24581176
0.191894531,5.211195929,0.603338238
0.192382813,5.197969543,0.762211603
0.192871094,5.184810127,1.254432165
0.193359375,5.171717172,0.170889091
0.193847656,5.158690176,0.335737467
0.194335938,5.145728643,0.171989061
0.194824219,5.13283208,0.00858422
0.1953125,5.12,0.356937736
0.195800781,5.10723192,0.613868657
0.196289063,5.094527363,3.340649144
0.196777344,5.081885856,7.811959263
0.197265625,5.069306931,3.17322204
0.197753906,5.056790123,0.588945632
0.198242188,5.044334975,1.521379738
0.198730469,5.031941032,1.113625647
0.19921875,5.019607843,1.719815318
0.199707031,5.007334963,6.216670433
0.200195313,4.995121951,5.414337008
0.200683594,4.98296837,1.794769864
0.201171875,4.970873786,0.202364769
0.201660156,4.958837772,0.978170877
0.202148438,4.946859903,0.946920071
0.202636719,4.934939759,1.776268296
0.203125,4.923076923,12.23692302
0.203613281,4.911270983,7.198953843
0.204101563,4.899521531,1.724465327
0.204589844,4.887828162,0.549132228
0.205078125,4.876190476,1.607511818
0.205566406,4.864608076,0.336725435
0.206054688,4.853080569,0.913972625
0.206542969,4.841607565,7.21980255
0.20703125,4.830188679,3.881249796
0.207519531,4.818823529,1.520153709
0.208007813,4.807511737,0.466025524
0.208496094,4.796252927,2.057414758
0.208984375,4.785046729,1.054844005
0.209472656,4.773892774,3.334827259
0.209960938,4.762790698,21.62026627
0.210449219,4.751740139,3.773793745
0.2109375,4.740740741,0.358628992
0.211425781,4.729792148,0.614820486
0.211914063,4.718894009,0.67096861
0.212402344,4.708045977,0.158738868
0.212890625,4.697247706,1.229604748
0.213378906,4.686498856,5.526508273
0.213867188,4.675799087,3.11791409
0.214355469,4.665148064,0.465241645
0.21484375,4.654545455,0.951146047
0.215332031,4.64399093,1.042862339
0.215820313,4.633484163,0.855140245
0.216308594,4.623024831,3.775405369
0.216796875,4.612612613,4.170173044
0.217285156,4.602247191,1.096442223
0.217773438,4.591928251,0.08076895
0.218261719,4.581655481,0.17919137
0.21875,4.571428571,0.72497147
0.219238281,4.561247216,0.488071742
0.219726563,4.551111111,8.926358251
0.220214844,4.541019956,6.199602225
0.220703125,4.530973451,3.065755437
0.221191406,4.520971302,0.4530067
0.221679688,4.511013216,1.998029818
0.222167969,4.501098901,0.602784865
0.22265625,4.49122807,1.531989146
0.223144531,4.481400438,7.619606709
0.223632813,4.471615721,7.381197686
0.224121094,4.461873638,1.054372585
0.224609375,4.452173913,0.201372111
0.225097656,4.442516269,0.481490223
0.225585938,4.432900433,0.233428624
0.226074219,4.423326134,0.540308645
0.2265625,4.413793103,5.755986362
0.227050781,4.404301075,0.515809296
0.227539063,4.394849785,0.299525464
0.228027344,4.385438972,0.578484255
0.228515625,4.376068376,0.892449804
0.229003906,4.36673774,0.157435661
0.229492188,4.357446809,1.218099575
0.229980469,4.348195329,2.901324792
0.23046875,4.338983051,1.925295696
0.230957031,4.329809725,0.415568185
0.231445313,4.320675105,1.15671832
0.231933594,4.311578947,1.204662988
0.232421875,4.302521008,0.796542341
0.232910156,4.293501048,4.614437795
0.233398438,4.284518828,8.281928165
0.233886719,4.275574113,1.698608858
0.234375,4.266666667,0.1547411
0.234863281,4.257796258,1.136465669
0.235351563,4.248962656,0.835797847
0.235839844,4.240165631,0.673364604
0.236328125,4.231404959,3.015928368
0.236816406,4.222680412,3.267973439
0.237304688,4.21399177,1.176324973
0.237792969,4.205338809,0.269169615
0.23828125,4.196721311,0.743905574
0.238769531,4.188139059,0.326076635
0.239257813,4.179591837,0.961581879
0.239746094,4.17107943,10.15298061
0.240234375,4.162601626,5.768704909
0.240722656,4.154158215,2.257892894
0.241210938,4.145748988,0.420982522
0.241699219,4.137373737,2.282472186
0.2421875,4.129032258,1.164582179
0.242675781,4.120724346,2.995045466
0.243164063,4.112449799,15.69231198
0.243652344,4.104208417,10.35823511
0.244140625,4.096,1.815861923
0.244628906,4.087824351,0.734859867
0.245117188,4.079681275,0.914856842
0.245605469,4.071570577,0.26297335
0.24609375,4.063492063,0.93913363
0.246582031,4.055445545,3.256703136
0.247070313,4.04743083,3.208487242
0.247558594,4.039447732,1.078299166
0.248046875,4.031496063,1.06070264
0.248535156,4.023575639,1.795353516
0.249023438,4.015686275,0.967652919
0.249511719,4.007827789,2.563133338
0.25,4,6.164320543
0.250488281,3.992202729,2.596686515
0.250976563,3.984435798,0.227025979
0.251464844,3.976699029,0.778730633
0.251953125,3.968992248,0.799325299
0.252441406,3.96131528,0.492310633
0.252929688,3.953667954,2.694210587
0.253417969,3.946050096,3.246523849
0.25390625,3.938461538,2.387607525
0.254394531,3.930902111,0.453026079
0.254882813,3.923371648,2.093686982
0.255371094,3.915869981,1.658577954
0.255859375,3.908396947,1.754051721
0.256347656,3.900952381,10.31945419
0.256835938,3.893536122,7.74314798
0.257324219,3.886148008,2.17532874
0.2578125,3.878787879,0.163965133
0.258300781,3.871455577,3.092014717
0.258789063,3.864150943,2.83292859
0.259277344,3.856873823,4.699507179
0.259765625,3.84962406,31.67127316
0.260253906,3.842401501,19.80327348
0.260742188,3.835205993,3.694944322
0.261230469,3.828037383,1.414254835
0.26171875,3.820895522,3.548755756
0.262207031,3.813780261,1.187051176
0.262695313,3.80669145,2.685747125
0.263183594,3.799628942,12.20218101
0.263671875,3.792592593,3.43999621
0.264160156,3.785582255,0.801810387
0.264648438,3.778597786,0.842679736
0.265136719,3.771639042,2.196769329
0.265625,3.764705882,1.060560179
0.266113281,3.757798165,3.236790288
0.266601563,3.750915751,23.72257465
0.267089844,3.744058501,2.874506567
0.267578125,3.737226277,0.381583444
0.268066406,3.730418944,1.30038685
0.268554688,3.723636364,1.515144788
0.269042969,3.716878403,0.684140825
0.26953125,3.710144928,2.852201301
0.270019531,3.703435805,14.13800339
0.270507813,3.696750903,3.040899246
0.270996094,3.69009009,0.541084771
0.271484375,3.683453237,1.577764197
0.271972656,3.676840215,1.629990529
0.272460938,3.670250896,1.240428161
0.272949219,3.663685152,3.833352941
0.2734375,3.657142857,5.833502997
0.273925781,3.650623886,1.257908419
0.274414063,3.644128114,0.085196618
0.274902344,3.637655417,0.795858032
0.275390625,3.631205674,1.123608103
0.275878906,3.624778761,1.469970685
0.276367188,3.618374558,6.010093005
0.276855469,3.611992945,8.103257584
0.27734375,3.605633803,2.05217124
0.277832031,3.599297012,0.292658518
0.278320313,3.592982456,1.515486205
0.278808594,3.586690018,1.168068779
0.279296875,3.58041958,1.451239103
0.279785156,3.57417103,7.933120213
0.280273438,3.567944251,4.957543039
0.280761719,3.56173913,1.534194097
0.28125,3.555555556,0.229577709
0.281738281,3.549393414,1.59807115
0.282226563,3.543252595,1.772159293
0.282714844,3.537132988,2.441008021
0.283203125,3.531034483,14.66108997
0.283691406,3.524956971,4.377588105
0.284179688,3.518900344,1.014887057
0.284667969,3.512864494,0.537738372
0.28515625,3.506849315,0.881380389
0.285644531,3.500854701,0.607088376
0.286132813,3.494880546,0.738464239
0.286621094,3.488926746,6.97526141
0.287109375,3.482993197,1.711821463
0.287597656,3.477079796,0.574266591
0.288085938,3.471186441,0.64847307
0.288574219,3.465313029,0.961386073
0.2890625,3.459459459,1.138436857
0.289550781,3.453625632,0.820875577
0.290039063,3.447811448,1.629130426
0.290527344,3.442016807,0.181376079
0.291015625,3.436241611,0.042268599
0.291503906,3.430485762,0.095725291
0.291992188,3.424749164,0.051950243
0.292480469,3.41903172,0.767379335
0.29296875,3.413333333,2.121461667
0.293457031,3.40765391,6.503504517
0.293945313,3.401993355,0.831539406
0.294433594,3.396351575,0.33948099
0.294921875,3.390728477,0.512568302
0.295410156,3.385123967,0.300673429
0.295898438,3.379537954,1.223970566
0.296386719,3.373970346,1.100949248
0.296875,3.368421053,1.543369903
0.297363281,3.362889984,0.217244849
0.297851563,3.357377049,0.199053689
0.298339844,3.35188216,0.254229143
0.298828125,3.346405229,0.154115568
0.299316406,3.340946166,2.037025284
0.299804688,3.335504886,2.126510685
0.300292969,3.330081301,3.589717144
0.30078125,3.324675325,0.624729656
0.301269531,3.319286872,0.262414474
0.301757813,3.313915858,0.010143243
0.302246094,3.308562197,0.463523286
0.302734375,3.303225806,0.722294448
0.303222656,3.297906602,0.276426205
0.303710938,3.292604502,0.366764725
0.304199219,3.287319422,0.124122728
0.3046875,3.282051282,0.543913801
0.305175781,3.2768,0.218869027
0.305664063,3.271565495,0.606776625
0.306152344,3.266347687,3.40234939
0.306640625,3.261146497,2.422133631
0.307128906,3.255961844,0.800267519
0.307617188,3.250793651,0.285154865
0.308105469,3.245641838,0.187311645
0.30859375,3.240506329,0.026627128
0.309082031,3.235387046,0.762071157
0.309570313,3.230283912,2.057909125
0.310058594,3.22519685,2.810039157
0.310546875,3.220125786,1.144174763
0.311035156,3.215070644,0.871392641
0.311523438,3.210031348,0.491512346
0.312011719,3.205007825,0.295932186
0.3125,3.2,1.808960745
0.312988281,3.1950078,0.822444035
0.313476563,3.190031153,2.09010716
0.313964844,3.185069984,0.021266598
0.314453125,3.180124224,0.136608518
0.314941406,3.175193798,0.084607493
0.315429688,3.170278638,0.482187222
0.315917969,3.165378671,0.701790237
0.31640625,3.160493827,4.375588201
0.316894531,3.155624037,0.231482809
0.317382813,3.150769231,0.017841841
0.317871094,3.145929339,0.396436964
0.318359375,3.141104294,0.121890715
0.318847656,3.136294028,0.629445012
0.319335938,3.131498471,2.356113638
0.319824219,3.126717557,2.573302203
0.3203125,3.12195122,1.085970414
0.320800781,3.117199391,0.244086348
0.321289063,3.112462006,0.366830214
0.321777344,3.107738998,0.379654572
0.322265625,3.103030303,0.790799997
0.322753906,3.098335855,5.251797936
0.323242188,3.093655589,7.794439448
0.323730469,3.088989442,3.70021713
0.32421875,3.084337349,0.595095879
0.324707031,3.079699248,0.101012152
0.325195313,3.075075075,0.417424799
0.325683594,3.070464768,1.370824559
0.326171875,3.065868263,1.292527158
0.326660156,3.061285501,4.411664828
0.327148438,3.056716418,0.252448213
0.327636719,3.052160954,0.118302005
0.328125,3.047619048,0.490423773
0.328613281,3.043090639,0.164006911
0.329101563,3.038575668,1.553051114
0.329589844,3.034074074,9.13665372
0.330078125,3.029585799,13.19361355
0.330566406,3.025110783,1.976833029
0.331054688,3.020648968,0.495260044
0.331542969,3.016200295,0.319671155
0.33203125,3.011764706,0.266563208
0.332519531,3.007342144,2.209143687
0.333007813,3.002932551,3.567966037
0.333496094,2.998535871,2.22289595
0.333984375,2.994152047,1.341494455
