t,mu,totalDamage
46.52,0.6175,0.33483643218164083
46.54,0.69125,0.33497540524121117
46.56,0.71375,0.33502150837402367
46.58,0.72625,0.33504789341308616
46.6,0.65625,0.33504806491308614
46.62,0.39375,0.33506627338964867
46.64,0.11875,0.33515999424902365
46.66,-0.12875,0.33536040660058614
46.68,-0.36625,0.33569987351464864
46.7,-0.545,0.33617622818554704
46.72,-0.685,0.33681321879296894
46.74,-0.72625,0.33703586215527365
46.76,-0.6225,0.33703642054101585
46.78,-0.36625,0.33705919015527364
46.8,-0.14375,0.33713468510058614
46.82,0.0575,0.33727657688476587
46.84,0.19125,0.3374220407724612
46.86,0.3075,0.33758821497070335
46.88,0.3625,0.3376811515214846
46.9,0.4425,0.33783410470898456
46.92,0.52375,0.33801242465527365
46.94,0.46,0.33801255419726584
46.96,0.20375,0.3380288086552736
46.98,-0.025,0.3380950462558596
47,-0.14875,0.33816449581933616
47.02,-0.23125,0.3382276090927736
47.04,-0.2225,0.33822760942773455
47.06,-0.10125,0.3382287075927736
47.08,0.05,0.33823873275000016
47.1,0.14125,0.33825345244433613
47.12,0.1275,0.33825345374414084
47.14,0.00625,0.3382546826318361
47.16,-0.12875,0.33826329394433613
47.18,-0.18125,0.33827022345214863
47.2,-0.14375,0.3382702498193361
47.22,-0.01875,0.33827236895996116
47.24,0.13375,0.3382858513896486
47.26,0.22375,0.33830824929589864
47.28,0.21375,0.3383082497958987
47.3,0.02875,0.33831195673339864
47.32,-0.1425,0.33833281351171896
47.34,-0.255,0.3383763001230471
47.36,-0.21875,0.33837632394042993
47.38,-0.02125,0.33838268606347677
47.4,0.19875,0.3384230112041018
47.42,0.32375,0.33847322673144553
47.44,0.31875,0.33847322679394554
47.46,0.13,0.3384768633281252
47.48,-0.0975,0.3385106024667971
47.5,-0.21875,0.338553057301758
47.52,-0.2525,0.33856890268945333
47.54,-0.19875,0.33856898033300803
47.56,-0.20125,0.3385689803408205
47.58,-0.2025,0.3385689803593752
47.6,-0.3075,0.338621358683594
47.62,-0.37,0.33869113041210963
47.64,-0.33375,0.3386911542294925
47.66,-0.26875,0.3386916493974612
47.68,-0.205,0.3386933764746096
47.7,-0.1625,0.3386955974980471
47.72,-0.1475,0.3386966379824221
47.74,-0.1375,0.33869741445117213
47.76,-0.14625,0.3386974147861331
47.78,-0.2425,0.3386979932636721
47.8,-0.2475,0.3386980799511721
47.82,-0.20625,0.3386981150458987
47.84,-0.12375,0.33869992759667994
47.86,-0.0725,0.33870562671679716
47.88,-0.0575,0.3387077202011721
47.9,-0.08375,0.33870772924511744
47.92,-0.1675,0.3387083857011721
47.94,-0.20375,0.33870928427636743
47.96,-0.19125,0.3387092852529299
47.98,-0.16,0.33870932614648463
48,-0.17,0.3387093266464846
48.02,-0.20625,0.33870944960449245
48.04,-0.25375,0.3387115831337893
48.06,-0.2675,0.3387124344414065
48.08,-0.29,0.338714087980469
48.1,-0.35625,0.3387211358935549
48.12,-0.32125,0.3387211573310549
48.14,-0.2475,0.3387217789628909
48.16,-0.1725,0.3387242379667971
48.18,-0.1,0.3387295491015627
48.2,0.06,0.33875896255664084
48.22,0.22875,0.3388265354619143
48.24,0.35875,0.3389127200791018
48.26,0.42125,0.33896690059667994
48.28,0.345,0.3389671222578128
48.3,0.1175,0.33898091320117213
48.32,-0.09625,0.33903619546386743
48.34,-0.21125,0.3390934183857425
48.36,-0.2525,0.3391198213183596
48.38,-0.29125,0.3391477531357424
48.4,-0.29125,0.3391477531357424
48.42,-0.1425,0.3391493987988284
48.44,0.05625,0.33916873453417995
48.46,0.315,0.33925916341406276
48.48,0.48625,0.33939479999902367
48.5,0.59125,0.33960477286425805
48.52,0.6525,0.339771778980469
48.54,0.63625,0.33977178112597684
48.56,0.575,0.3397720117226565
48.58,0.53625,0.3397725644853518
48.6,0.53625,0.3397725644853518
48.62,0.57875,0.33977260286816435
48.64,0.575,0.3397726028945315
48.66,0.45625,0.33977563493847684
48.68,0.3175,0.33979065343359405
48.7,0.195,0.3398197345507815
48.72,0.165,0.3398297844570315
48.74,0.135,0.3398411506132816
48.76,0.06125,0.3398751993173831
48.78,0.0325,0.33989101974609404
48.8,0.03,0.3398924670664065
48.82,0.0225,0.339896879246094
48.84,-0.015,0.33992056014453154
48.86,0.06125,0.3399207818056643
48.88,0.2,0.3399255293320316
48.9,0.21125,0.33992635090722684
48.92,0.0775,0.33992754723828156
48.94,-0.07,0.33997201202929717
48.96,-0.07375,0.33997496358105495
48.98,0.095,0.3399773662910159
49,0.30875,0.34000294465136743
49.02,0.4025,0.34002897367968776
49.04,0.34875,0.34002905132324246
49.06,0.2,0.34003312556250026
49.08,0.0325,0.34005430017968774
49.1,-0.07875,0.3400869668681643
49.12,-0.1,0.3401045113828128
49.14,-0.10625,0.3401098642490237
49.16,-0.15625,0.3401559496787112
49.18,-0.25125,0.3402605327294924
49.2,-0.30375,0.34032866169238307
49.22,-0.2925,0.34032866240429716
49.24,-0.18625,0.3403294728095706
49.26,0.06125,0.34035297525488306
49.28,0.195,0.3403906941132815
49.3,0.18375,0.34039069482519557
49.32,0.0175,0.340393490292969
49.34,-0.14,0.3404094918007815
49.36,-0.23,0.3404290769257815
49.38,-0.23375,0.34043010193261747
49.4,-0.17125,0.34043022400292994
49.42,-0.1175,0.3404308874375003
49.44,-0.065,0.34043250464257835
49.46,-0.02875,0.34043440949511744
49.48,-0.0425,0.3404344107949221
49.5,-0.1175,0.34043475901757836
49.52,-0.145,0.34043519500000025
49.54,-0.13,0.3404351966875002
49.56,-0.09375,0.34043526230566434
49.58,-0.17625,0.3404361486298831
49.6,-0.3425,0.3405168094843753
49.62,-0.37125,0.34056074983886747
49.64,-0.33875,0.34056076700293
49.66,-0.27375,0.34056121326855493
49.68,-0.19875,0.34056331631542996
49.7,-0.1375,0.34056713577929715
49.72,-0.13125,0.34056766183886744
49.74,-0.145,0.34056766313867215
49.76,-0.1625,0.34056767709765656
49.78,-0.17125,0.3405676938388675
49.8,-0.12125,0.34056862633886753
49.82,-0.11625,0.34056910452636746
49.84,-0.1525,0.3405691283437503
49.86,-0.16,0.34056914639648467
49.88,-0.155,0.3405691464589847
49.9,-0.14,0.34056915039648467
49.92,-0.13,0.3405691598964847
49.94,-0.08875,0.3405721702119143
49.96,-0.03875,0.34057927755566436
49.98,-0.00375,0.34058571416503935
50,-0.01875,0.3405857158525394
50.02,-0.05875,0.34058579735253935
50.04,-0.065,0.3405858290566409
50.06,0.025,0.3405922357734378
50.08,0.1375,0.3406269663691409
50.1,0.27,0.34069296886328154
50.12,0.3225,0.3407280745058597
50.14,0.28125,0.34072810960058625
50.16,0.195,0.3407291108417972
50.18,0.13625,0.34073130492480497
50.2,0.11875,0.34073230375097685
50.22,0.12625,0.34073230396191434
50.24,0.12875,0.3407323042509769
50.26,0.10125,0.3407334907724613
50.28,0.0775,0.3407354285683597
50.3,0.00125,0.34074465225683626
50.32,-0.11625,0.34077030553613313
50.34,-0.2275,0.34081126300585973
50.36,-0.335,0.3408701961855472
50.38,-0.32,0.3408701978730472
50.4,-0.2625,0.3408703867246097
50.42,-0.28125,0.3408703900205081
50.44,-0.22875,0.34087080250878943
50.46,-0.11625,0.34087543654199254
50.48,-0.0425,0.3408827153789066
50.5,0.01375,0.34089141140918
50.52,0.02125,0.3408928093447269
50.54,0.01375,0.34089280955566437
50.56,0.0225,0.34089304856640656
50.58,0.065,0.34090220319921904
50.6,0.05,0.3409022048867191
50.62,-0.055,0.34090306719921903
50.64,-0.15125,0.3409072595634769
50.66,-0.215,0.34091317919921904
50.68,-0.20125,0.34091318049902375
50.7,-0.10125,0.34091391510839875
50.72,0.04,0.34092146988671906
50.74,0.11125,0.34093658810253935
50.76,0.17,0.34095654901171907
50.78,0.2075,0.3409719857695316
50.8,0.2525,0.34099354484765654
50.82,0.32,0.341032660886719
50.84,0.3775,0.34107721330468777
50.86,0.3875,0.34108573551562527
50.88,0.2925,0.3410861642031253
50.9,0.065,0.34110250652343777
50.92,-0.09375,0.3411414646416019
50.94,-0.155,0.3411655660859378
50.96,-0.15,0.3411655661484378
50.98,-0.10125,0.3411656437294925
51,-0.0075,0.3411671706093753
51.02,0,0.3411674280234378
51.04,0,0.3411674280234378
51.06,0,0.3411674280234378
51.08,0,0.3411674280234378
51.1,0,0.3411674280234378
51.12,0,0.3411674280234378
51.14,0,0.3411674280234378
51.16,0,0.3411674280234378
51.18,0,0.3411674280234378
51.2,0,0.3411674280234378
51.22,0,0.3411674280234378
51.24,0,0.3411674280234378
51.26,0,0.3411674280234378
51.28,0,0.3411674280234378
51.3,0,0.3411674280234378
51.32,0,0.3411674280234378
51.34,0,0.3411674280234378
51.36,0,0.3411674280234378
51.38,0,0.3411674280234378
51.4,0,0.3411674280234378
51.42,0,0.3411674280234378
51.44,0,0.3411674280234378
51.46,0,0.3411674280234378
51.48,0,0.3411674280234378
51.5,0,0.3411674280234378
51.52,0,0.3411674280234378
51.54,0,0.3411674280234378
51.56,0,0.3411674280234378
51.58,0,0.3411674280234378
51.6,0,0.3411674280234378
51.62,0,0.3411674280234378
51.64,0,0.3411674280234378
51.66,0,0.3411674280234378
51.68,0,0.3411674280234378
51.7,0,0.3411674280234378
51.72,0,0.3411674280234378
51.74,0,0.3411674280234378
51.76,0,0.3411674280234378
51.78,0,0.3411674280234378
51.8,0,0.3411674280234378
51.82,0,0.3411674280234378
51.84,0,0.3411674280234378
51.86,0,0.3411674280234378
51.88,0,0.3411674280234378
51.9,0,0.3411674280234378
51.92,0,0.3411674280234378
51.94,0,0.3411674280234378
51.96,0,0.3411674280234378
51.98,0,0.3411674280234378
52,0,0.3411674280234378
52.02,0,0.3411674280234378
52.04,0,0.3411674280234378
52.06,0,0.3411674280234378
52.08,0,0.3411674280234378
52.1,0,0.3411674280234378
52.12,0,0.3411674280234378
52.14,0,0.3411674280234378
52.16,0,0.3411674280234378
52.18,0,0.3411674280234378
52.2,0,0.3411674280234378
52.22,0,0.3411674280234378
52.24,0,0.3411674280234378
52.26,0,0.3411674280234378
52.28,0,0.3411674280234378
52.3,0,0.3411674280234378
52.32,0,0.3411674280234378
52.34,0,0.3411674280234378
52.36,0,0.3411674280234378
52.38,0,0.3411674280234378
52.4,0,0.3411674280234378
52.42,0,0.3411674280234378
52.44,0,0.3411674280234378
52.46,0,0.3411674280234378
52.48,0,0.3411674280234378
52.5,0,0.3411674280234378
52.52,0,0.3411674280234378
52.54,0,0.3411674280234378
52.56,0,0.3411674280234378
52.58,0,0.3411674280234378
52.6,0,0.3411674280234378
52.62,0,0.3411674280234378
52.64,0,0.3411674280234378
52.66,0,0.3411674280234378
52.68,0,0.3411674280234378
52.7,0,0.3411674280234378
52.72,0,0.3411674280234378
52.74,0,0.3411674280234378
52.76,0,0.3411674280234378
52.78,0,0.3411674280234378
52.8,0,0.3411674280234378
52.82,0,0.3411674280234378
52.84,0,0.3411674280234378
52.86,0,0.3411674280234378
52.88,0,0.3411674280234378
52.9,0,0.3411674280234378
52.92,0,0.3411674280234378
52.94,0,0.3411674280234378
52.96,0,0.3411674280234378
52.98,0,0.3411674280234378
53,0,0.3411674280234378
53.02,0,0.3411674280234378
53.04,0,0.3411674280234378
53.06,0,0.3411674280234378
53.08,0,0.3411674280234378
53.1,0,0.3411674280234378
53.12,0,0.3411674280234378
53.14,0,0.3411674280234378
53.16,0,0.3411674280234378
53.18,0,0.3411674280234378
53.2,0,0.3411674280234378
53.22,0,0.3411674280234378
53.24,0,0.3411674280234378
53.26,0,0.3411674280234378
53.28,0,0.3411674280234378
53.3,0,0.3411674280234378
53.32,0,0.3411674280234378
53.34,0,0.3411674280234378
53.36,0,0.3411674280234378
53.38,0,0.3411674280234378
53.4,0,0.3411674280234378
53.42,0,0.3411674280234378
53.44,0,0.3411674280234378
53.46,0,0.3411674280234378
53.48,0,0.3411674280234378
53.5,0,0.3411674280234378
53.52,0,0.3411674280234378
53.54,0,0.3411674280234378
53.56,0,0.3411674280234378
53.58,0,0.3411674280234378
53.6,0,0.3411674280234378
53.62,0,0.3411674280234378
53.64,0,0.3411674280234378
53.66,0,0.3411674280234378
53.68,0,0.3411674280234378
53.7,0,0.3411674280234378
53.72,0,0.3411674280234378
53.74,0,0.3411674280234378
53.76,0,0.3411674280234378
53.78,0,0.3411674280234378
53.8,0,0.3411674280234378
53.82,0,0.3411674280234378
53.84,0,0.3411674280234378
53.86,0,0.3411674280234378
53.88,0,0.3411674280234378
53.9,0,0.3411674280234378
53.92,0,0.3411674280234378
53.94,0,0.3411674280234378
53.96,0,0.3411674280234378
53.98,0,0.3411674280234378
54,0,0.3411674280234378
54.02,0,0.3411674280234378
54.04,0,0.3411674280234378
54.06,0,0.3411674280234378
54.08,0,0.3411674280234378
54.1,0,0.3411674280234378
54.12,0,0.3411674280234378
54.14,0,0.3411674280234378
54.16,0,0.3411674280234378
54.18,0,0.3411674280234378
54.2,0,0.3411674280234378
54.22,0,0.3411674280234378
54.24,0,0.3411674280234378
54.26,0,0.3411674280234378
54.28,0,0.3411674280234378
54.3,0,0.3411674280234378
54.32,0,0.3411674280234378
54.34,0,0.3411674280234378
54.36,0,0.3411674280234378
54.38,0,0.3411674280234378
54.4,0,0.3411674280234378
54.42,0,0.3411674280234378
54.44,0,0.3411674280234378
54.46,0,0.3411674280234378
54.48,0,0.3411674280234378
54.5,0,0.3411674280234378
54.52,0,0.3411674280234378
54.54,0,0.3411674280234378
54.56,0,0.3411674280234378
54.58,0,0.3411674280234378
54.6,0,0.3411674280234378
54.62,0,0.3411674280234378
54.64,0,0.3411674280234378
54.66,0,0.3411674280234378
54.68,0,0.3411674280234378
54.7,0,0.3411674280234378
54.72,0,0.3411674280234378
54.74,0,0.3411674280234378
54.76,0,0.3411674280234378
54.78,0,0.3411674280234378
54.8,0,0.3411674280234378
54.82,0,0.3411674280234378
54.84,0,0.3411674280234378
54.86,0,0.3411674280234378
54.88,0,0.3411674280234378
54.9,0,0.3411674280234378
54.92,0,0.3411674280234378
54.94,0,0.3411674280234378
54.96,0,0.3411674280234378
54.98,0,0.3411674280234378
55,0,0.3411674280234378
55.02,0,0.3411674280234378
55.04,0,0.3411674280234378
55.06,0,0.3411674280234378
55.08,0,0.3411674280234378
55.1,0,0.3411674280234378
55.12,0,0.3411674280234378
55.14,0,0.3411674280234378
55.16,0,0.3411674280234378
55.18,0,0.3411674280234378
55.2,0,0.3411674280234378
55.22,0,0.3411674280234378
55.24,0,0.3411674280234378
55.26,0,0.3411674280234378
55.28,0,0.3411674280234378
55.3,0,0.3411674280234378
55.32,0,0.3411674280234378
55.34,0,0.3411674280234378
55.36,0,0.3411674280234378
55.38,0,0.3411674280234378
55.4,0,0.3411674280234378
55.42,0,0.3411674280234378
55.44,0,0.3411674280234378
55.46,0,0.3411674280234378
55.48,0,0.3411674280234378
55.5,0,0.3411674280234378
55.52,0,0.3411674280234378
55.54,0,0.3411674280234378
55.56,0,0.3411674280234378
55.58,0,0.3411674280234378
55.6,0,0.3411674280234378
55.62,0,0.3411674280234378
55.64,0,0.3411674280234378
55.66,0,0.3411674280234378
55.68,0,0.3411674280234378
55.7,0,0.3411674280234378
55.72,0,0.3411674280234378
55.74,0,0.3411674280234378
55.76,0,0.3411674280234378
55.78,0,0.3411674280234378
55.8,0,0.3411674280234378
55.82,0,0.3411674280234378
55.84,0,0.3411674280234378
55.86,0,0.3411674280234378
55.88,0,0.3411674280234378
55.9,0,0.3411674280234378
55.92,0,0.3411674280234378
55.94,0,0.3411674280234378
55.96,0,0.3411674280234378
55.98,0,0.3411674280234378
56,0,0.3411674280234378
56.02,0,0.3411674280234378
56.04,0,0.3411674280234378
56.06,0,0.3411674280234378
56.08,0,0.3411674280234378
56.1,0,0.3411674280234378
56.12,0,0.3411674280234378
56.14,0,0.3411674280234378
56.16,0,0.3411674280234378
56.18,0,0.3411674280234378
56.2,0,0.3411674280234378
56.22,0,0.3411674280234378
56.24,0,0.3411674280234378
56.26,0,0.3411674280234378
56.28,0,0.3411674280234378
56.3,0,0.3411674280234378
56.32,0,0.3411674280234378
56.34,0,0.3411674280234378
56.36,0,0.3411674280234378
56.38,0,0.3411674280234378
56.4,0,0.3411674280234378
56.42,0,0.3411674280234378
56.44,0,0.3411674280234378
56.46,0,0.3411674280234378
56.48,0,0.3411674280234378
56.5,0,0.3411674280234378
56.52,0,0.3411674280234378
56.54,0,0.3411674280234378
56.56,0,0.3411674280234378
56.58,0,0.3411674280234378
56.6,0,0.3411674280234378
56.62,0,0.3411674280234378
56.64,0,0.3411674280234378
56.66,0,0.3411674280234378
56.68,0,0.3411674280234378
56.7,0,0.3411674280234378
56.72,0,0.3411674280234378
56.74,0,0.3411674280234378
56.76,0,0.3411674280234378
56.78,0,0.3411674280234378
56.8,0,0.3411674280234378
56.82,0,0.3411674280234378
56.84,0,0.3411674280234378
56.86,0,0.3411674280234378
56.88,0,0.3411674280234378
56.9,0,0.3411674280234378
56.92,0,0.3411674280234378
56.94,0,0.3411674280234378
56.96,0,0.3411674280234378
56.98,0,0.3411674280234378
57,0,0.3411674280234378
57.02,0,0.3411674280234378
57.04,0,0.3411674280234378
57.06,0,0.3411674280234378
57.08,0,0.3411674280234378
57.1,0,0.3411674280234378
57.12,0,0.3411674280234378
57.14,0,0.3411674280234378
57.16,0,0.3411674280234378
57.18,0,0.3411674280234378
57.2,0,0.3411674280234378
57.22,0,0.3411674280234378
57.24,0,0.3411674280234378
57.26,0,0.3411674280234378
57.28,0,0.3411674280234378
57.3,0,0.3411674280234378
57.32,0,0.3411674280234378
57.34,0,0.3411674280234378
57.36,0,0.3411674280234378
57.38,0,0.3411674280234378
57.4,0,0.3411674280234378
57.42,0,0.3411674280234378
57.44,0,0.3411674280234378
57.46,0,0.3411674280234378
57.48,0,0.3411674280234378
57.5,0,0.3411674280234378
57.52,0,0.3411674280234378
57.54,0,0.3411674280234378
57.56,0,0.3411674280234378
57.58,0,0.3411674280234378
57.6,0,0.3411674280234378
57.62,0,0.3411674280234378
57.64,0,0.3411674280234378
57.66,0,0.3411674280234378
57.68,0,0.3411674280234378
57.7,0,0.3411674280234378
57.72,0,0.3411674280234378
57.74,0,0.3411674280234378
57.76,0,0.3411674280234378
57.78,0,0.3411674280234378
57.8,0,0.3411674280234378
57.82,0,0.3411674280234378
57.84,0,0.3411674280234378
57.86,0,0.3411674280234378
57.88,0,0.3411674280234378
57.9,0,0.3411674280234378
57.92,0,0.3411674280234378
57.94,0,0.3411674280234378
57.96,0,0.3411674280234378
57.98,0,0.3411674280234378
58,0,0.3411674280234378
58.02,0,0.3411674280234378
58.04,0,0.3411674280234378
58.06,0,0.3411674280234378
58.08,0,0.3411674280234378
58.1,0,0.3411674280234378
58.12,0,0.3411674280234378
58.14,0,0.3411674280234378
58.16,0,0.3411674280234378
58.18,0,0.3411674280234378
58.2,0,0.3411674280234378
58.22,0,0.3411674280234378
58.24,0,0.3411674280234378
58.26,0,0.3411674280234378
58.28,0,0.3411674280234378
58.3,0,0.3411674280234378
58.32,0,0.3411674280234378
58.34,0,0.3411674280234378
58.36,0,0.3411674280234378
58.38,0,0.3411674280234378
58.4,0,0.3411674280234378
58.42,0,0.3411674280234378
58.44,0,0.3411674280234378
58.46,0,0.3411674280234378
58.48,0,0.3411674280234378
58.5,0,0.3411674280234378
58.52,0,0.3411674280234378
58.54,0,0.3411674280234378
58.56,0,0.3411674280234378
58.58,0,0.3411674280234378
58.6,0,0.3411674280234378
58.62,0,0.3411674280234378
58.64,0,0.3411674280234378
58.66,0,0.3411674280234378
58.68,0,0.3411674280234378
58.7,0,0.3411674280234378
58.72,0,0.3411674280234378
58.74,0,0.3411674280234378
58.76,0,0.3411674280234378
58.78,0,0.3411674280234378
58.8,0,0.3411674280234378
58.82,0,0.3411674280234378
58.84,0,0.3411674280234378
58.86,0,0.3411674280234378
58.88,0,0.3411674280234378
58.9,0,0.3411674280234378
58.92,0,0.3411674280234378
58.94,0,0.3411674280234378
58.96,0,0.3411674280234378
58.98,0,0.3411674280234378
59,0,0.3411674280234378
59.02,0,0.3411674280234378
59.04,0,0.3411674280234378
59.06,0,0.3411674280234378
59.08,0,0.3411674280234378
59.1,0,0.3411674280234378
59.12,0,0.3411674280234378
59.14,0,0.3411674280234378
59.16,0,0.3411674280234378
59.18,0,0.3411674280234378
59.2,0,0.3411674280234378
59.22,0,0.3411674280234378
59.24,0,0.3411674280234378
59.26,0,0.3411674280234378
59.28,0,0.3411674280234378
59.3,0,0.3411674280234378
59.32,0,0.3411674280234378
59.34,0,0.3411674280234378
59.36,0,0.3411674280234378
59.38,0,0.3411674280234378
59.4,0,0.3411674280234378
59.42,0,0.3411674280234378
59.44,0,0.3411674280234378
59.46,0,0.3411674280234378
59.48,0,0.3411674280234378
59.5,0,0.3411674280234378
59.52,0,0.3411674280234378
59.54,0,0.3411674280234378
59.56,0,0.3411674280234378
59.58,0,0.3411674280234378
59.6,0,0.3411674280234378
59.62,0,0.3411674280234378
59.64,0,0.3411674280234378
59.66,0,0.3411674280234378
59.68,0,0.3411674280234378
59.7,0,0.3411674280234378
59.72,0,0.3411674280234378
59.74,0,0.3411674280234378
59.76,0,0.3411674280234378
59.78,0,0.3411674280234378
59.8,0,0.3411674280234378
59.82,0,0.3411674280234378
59.84,0,0.3411674280234378
59.86,0,0.3411674280234378
59.88,0,0.3411674280234378
59.9,0,0.3411674280234378
59.92,0,0.3411674280234378
59.94,0,0.3411674280234378
59.96,0,0.3411674280234378
59.98,0,0.3411674280234378
60,0,0.3411674280234378
60.02,0,0.3411674280234378
