Step,載荷Q,根元M,部材θ,累積変形角
7660,296117,588.9431600195421,0.012485436143086252,0.1503168999910312
7680,276713,549.3835858788503,0.012271413921786338,0.1505309222123311
7700,257309,509.82401173815856,0.012057391723100656,0.15074494441101677
7720,133262,256.64273723773425,0.010687292505314262,0.15211504362880315
7740,-60679,-138.953004169178,0.008546817723871546,0.15425551841024587
7760,-237097,-498.94512884946846,0.0065987514684299866,0.15620358466568743
7780,-256501,-538.5047029901602,0.006378258440546273,0.1564240776935711
7800,-275905,-578.064277130852,0.006115169316205318,0.1566871668179121
7820,-295309,-617.6238512715438,0.005778473901657386,0.15702386223246
7840,-314713,-657.1834254122356,0.005348864026897241,0.1574534721072202
7860,-334117,-696.7429995529272,0.004845124149428492,0.15795721198468898
7880,-353521,-736.302573693619,0.004272911044648857,0.1585294250894686
7900,-372925,-775.8621478343108,0.0035982215099802446,0.15920411462413717
7920,-392230,-815.4217219750026,0.002798041591572678,0.16000429454254478
7940,-411634,-854.9812961156944,0.0018455658720640828,0.1609567702620534
7960,-431038,-894.540870256386,0.000740906041651905,0.1620614300924656
7980,-450442,-934.1004443970778,-0.0005033178854675938,0.16330565401958513
8000,-469846,-973.6600185377696,-0.0018647644284555372,0.16466710056257305
8020,-480538,-995.41778431515,-0.002653237077061181,0.1654555732111787
8040,-485389,-1005.3076778503229,-0.003017417660804197,0.16581975379492173
8060,-490240,-1015.197571385496,-0.003386330963618711,0.16618866709773628
8080,-495091,-1025.087464920669,-0.0037588280908401783,0.1665611642249578
8100,-499942,-1034.9773584558418,-0.004135866583184967,0.16693820271730261
8120,-504793,-1044.8672519910147,-0.0045155526302473855,0.16731788876436504
8140,-509545,-1054.7571455261877,-0.004897863066592975,0.16770019920071064
8160,-514396,-1064.6470390613606,-0.005280970203426155,0.16808330633754384
8180,-519247,-1074.5369325965332,-0.005665641257567806,0.16846797739168554
8200,-524098,-1084.4268261317038,-0.006051908886369379,0.16885424502048713
8220,-528949,-1094.3167196668744,-0.006440365450426417,0.16924270158454413
8240,-533800,-1104.206613202045,-0.006830165840746946,0.1696325019748647
8260,-538651,-1114.0965067372153,-0.007221509686570024,0.17002384582068775
8280,-543502,-1123.9864002723862,-0.007614574402177799,0.17041691053629554
8300,-548353,-1133.8762938075565,-0.008009136094310594,0.17081147222842832
8320,-553204,-1143.766187342727,-0.008404503182186064,0.17120683931630373
8340,-558055,-1153.6560808778977,-0.008800638518303611,0.1716029746524214
8360,-562906,-1163.5459744130683,-0.009197215732183895,0.17199955186630167
8380,-567757,-1173.4358679482386,-0.009594372694495172,0.1723967088286129
8400,-572608,-1183.3257614834095,-0.009992005114834184,0.17279434124895193
8420,-577459,-1193.2156550185798,-0.010390163762350513,0.1731924998964683
8440,-582310,-1203.1055485537506,-0.010790522773079455,0.1735928589071972
8460,-587161,-1212.995442088921,-0.011203703633770441,0.1740060397678882
8480,-592012,-1222.8853356240916,-0.011626706191239927,0.17442904232535766
8500,-596863,-1232.7752291592622,-0.012062735453801212,0.17486507158791892
8520,-601714,-1242.6651226944327,-0.012520613391921443,0.1753229495260392
8540,-606565,-1252.555016229603,-0.013004559876157402,0.17580689601027516
8560,-611416,-1262.444909764774,-0.013522129830110892,0.17632446596422865
8580,-616267,-1272.3348032999443,-0.01414061226911136,0.1769429484032292
8600,-621118,-1282.2246968351149,-0.015040618148527828,0.17784295428264568
8620,-625969,-1292.1145903702857,-0.016080372528542015,0.17888270866265993
8623,-626662,-1293.5980744005612,-0.01624689782403298,0.17904923395815087
8640,-626662,-1285.191664895666,-0.016131317150658592,0.17916481463152525
8660,-626662,-1275.3017713604956,-0.016065291954711992,0.17923083982747184
8680,-626662,-1265.411877825325,-0.015999266761716962,0.17929686502046688
8700,-622862,-1255.5219842901545,-0.015943048326690225,0.17935308345549356
8720,-617962,-1245.632090754984,-0.01588966872668681,0.179406463055497
8740,-613162,-1235.7421972198133,-0.015836031054911482,0.17946010072727228
8760,-608262,-1225.8523036846427,-0.01578265145779021,0.17951348032439346
8780,-603462,-1215.9624101494724,-0.015729013788924134,0.17956711799325956
8800,-598562,-1206.0725166143015,-0.01567563419468504,0.17962049758749865
8820,-593762,-1196.1826230791312,-0.015621996528728201,0.17967413525345546
8840,-588962,-1186.2927295439606,-0.015568358864232766,0.17972777291795092
8860,-584062,-1176.40283600879,-0.015514979274323657,0.17978115250786003
8880,-579262,-1166.5129424736194,-0.015461341612737498,0.17983479016944617
8900,-574362,-1156.623048938449,-0.015407962025710537,0.17988816975647312
8920,-569562,-1146.7331554032783,-0.015354324367033637,0.17994180741514998
8940,-564662,-1136.843261868108,-0.01530094478288883,0.1799951869992948
8960,-559862,-1126.953368332937,-0.01524730712712119,0.18004882465506244
8980,-554962,-1117.0634747977667,-0.015193927545858557,0.18010220423632517
9000,-550162,-1107.1735812625961,-0.015140289893000139,0.1801558418891836
9020,-545262,-1097.2836877274256,-0.01508691031461968,0.18020922146756402
9040,-540462,-1087.393794192255,-0.015033272664670527,0.1802628591175132
9060,-535562,-1077.5039006570846,-0.014979893089172205,0.18031623869301144
9080,-530762,-1067.6140071219124,-0.01492625544213229,0.18036987634005128
9100,-525862,-1057.7241135867393,-0.014872875869516126,0.18042325591266742
9120,-521062,-1047.8342200515665,-0.014819238225385471,0.18047689355679805
9140,-516162,-1037.9443265163936,-0.01476585865565144,0.18053027312653203
9160,-511362,-1028.0544329812205,-0.014712221014430043,0.1805839107677534
9180,-506462,-1018.1645394460476,-0.014658841447578194,0.18063729033460527
9200,-501662,-1008.2746459108747,-0.014605203809266042,0.18069092797291744
9220,-496762,-998.3847523757017,-0.014551824245296335,0.18074430753688717
9240,-491962,-988.4948588405289,-0.014498186609893446,0.18079794517229
9260,-472562,-948.9352846998371,-0.014284152228522489,0.18101197955366097
9280,-453162,-909.3757105591453,-0.014070117870317192,0.1812260139118663
9300,-433762,-869.8161364184535,-0.01385608353527755,0.181440048246906
9320,-414362,-830.2565622777619,-0.013642049223403578,0.18165408255877988
9340,-394962,-790.6969881370701,-0.013428014934695252,0.18186811684748821
9360,-375662,-751.1374139963783,-0.013213722596610293,0.18208240918557322
9380,-356262,-711.5778398556865,-0.012999688354287478,0.182296443427896
9400,-336862,-672.0182657149948,-0.012785654135130331,0.18251047764705314
9420,-317462,-632.4586915743031,-0.012571619939138858,0.18272451184304458
9440,-298062,-592.8991174336113,-0.012357585766313042,0.18293854601587037
9460,-278662,-553.3395432929195,-0.012143551616652907,0.18315258016553043
9480,-259262,-513.7799691522277,-0.011929517490158423,0.18336661429202497
9500,-152662,-296.20231137842546,-0.010752072136606238,0.18454405964557716
9520,41338,99.39343002848676,-0.008611733420428307,0.18668439836175516
9540,235238,494.98917143539927,-0.006471138949984855,0.18882499283219864
9560,254638,534.548745576091,-0.006251774524769316,0.18904435725741417
9580,273938,574.1083197167828,-0.005993827011455142,0.18930230477072832
9600,293338,613.6678938574746,-0.00565612602330489,0.18964000575887857
9620,312738,653.2274679981664,-0.005223820503052406,0.19007231127913107
9640,332138,692.7870421388582,-0.0047134253563687984,0.19058270642581465
9660,351538,732.3466162795498,-0.004130734056632962,0.1911653977255504
9680,370938,771.9061904202416,-0.003441005786176895,0.19185512599600654
9700,390338,811.4657645609334,-0.0026170511339332885,0.19267908064825015
9720,409738,851.0253387016252,-0.001630624906725593,0.19366550687545786
9740,429138,890.584912842317,-0.00047807003920985724,0.19481806174297353
9760,448538,930.1444869830086,0.0008254955184054884,0.19612162730058888
9780,467938,969.7040611237004,0.002256282617846706,0.19755241440003013
9800,480038,994.4287949616327,0.0031984823818385594,0.19849461416402198
9820,484838,1004.3186884968056,0.0035834868574132336,0.19887961863959663
9840,489738,1014.2085820319786,0.003970985478346172,0.19926711726052965
9860,494538,1024.0984755671516,0.004364079481287464,0.19966021126347086
9880,499438,1033.9883691023244,0.004759969175243186,0.20005610095742662
9900,504238,1043.8782626374973,0.0051589361864799906,0.2004550679686634
9920,509138,1053.7681561726704,0.005558936195387662,0.20085506797757105
9940,513938,1063.6580497078432,0.005961566755741425,0.2012576985379248
9960,518838,1073.5479432430163,0.006365231498781596,0.2016613632809649
9980,523638,1083.4378367781867,0.0067714726701017785,0.20206760445228505
10000,528538,1093.3277303133575,0.007178832232149549,0.2024749640143328
10020,533338,1103.2176238485279,0.007588915459671728,0.202885047241855
10040,538238,1113.1075173836985,0.00799947329816902,0.20329560508035227
10060,543038,1122.997410918869,0.00841271169932129,0.20370884348150453
10080,547938,1132.8873044540396,0.00882618455458374,0.20412231633676703
10100,552738,1142.77719798921,0.009241230170404492,0.20453736195258776
10120,557538,1152.6670915243808,0.00965699378771706,0.20495312556990025
10140,562438,1162.5569850595512,0.010072438579746807,0.20536857036193
10160,567238,1172.446878594722,0.010489240919749732,0.20578537270193292
10180,572138,1182.3367721298923,0.010905540652053007,0.20620167243423618
10200,576938,1192.226665665063,0.011323105166847227,0.20661923694903045
10220,581838,1202.1165592002335,0.011739963318699795,0.20703609510088306
10240,586638,1212.006452735404,0.012158066602044926,0.20745419838422818
10260,591538,1221.8963462705744,0.012586155222837157,0.20788228700502037
10280,596338,1231.7862398057453,0.013028537110988433,0.20832466889317164
10300,601238,1241.6761333409156,0.013488377021827442,0.20878450880401064
10320,606038,1251.5660268760862,0.013978349020995689,0.20927448080317881
10340,610938,1261.4559204112568,0.01451163182755509,0.2098077636097382
10360,615738,1271.3458139464274,0.01522434532905101,0.21052047711123417
10380,620638,1281.235707481598,0.016221095133271756,0.21151722691545496
10381,620838,1281.7302021583564,0.016275154982755728,0.21157128676493892
10400,620838,1272.3348032999443,0.01615635172261293,0.21169009002508177
10420,620838,1262.444909764774,0.016090327032855376,0.21175611471483932
10440,620838,1252.555016229603,0.0160243023460485,0.21182213940164618
10460,616581,1242.6651226944327,0.015969263663231748,0.21187717808446296
10480,611730,1232.7752291592622,0.01591575794433795,0.21193068380335672
10500,606879,1222.8853356240916,0.01586225222689127,0.21198418952080336
10520,602028,1212.995442088921,0.015808746510891748,0.2120376952368029
10540,597177,1203.1055485537506,0.01575524079633936,0.21209120095135528
10560,592326,1193.2156550185798,0.015701735083234098,0.21214470666446053
10580,587475,1183.3257614834095,0.01564822937157598,0.2121982123761186
10600,582624,1173.4358679482386,0.015594723661364992,0.21225171808632962
10620,577773,1163.5459744130683,0.015541217952601171,0.2123052237950934
10640,572922,1153.6560808778977,0.01548771224528447,0.21235872950241014
10660,568071,1143.766187342727,0.01543420653941489,0.21241223520827965
10680,563220,1133.8762938075565,0.015380700834992456,0.21246574091270212
10700,558369,1123.9864002723862,0.015327195132017175,0.2125192466156774
10720,553518,1114.0965067372153,0.01527368943048901,0.21257275231720557
10740,548667,1104.206613202045,0.015220183730408015,0.21262625801728657
10760,543816,1094.3167196668744,0.015166678031774117,0.2126797637159205
10780,538965,1084.4268261317038,0.015113172334587387,0.21273326941310722
10800,534114,1074.5369325965332,0.015059666638847795,0.2127867751088468
10820,529263,1064.6470390613606,0.015006160944555308,0.2128402808031393
10840,524412,1054.7571455261875,0.014952655251709978,0.21289378649598462
10860,519561,1044.8672519910147,0.014899149560311773,0.2129472921873828
10880,514710,1034.9773584558416,0.0148456438703607,0.21300079787733384
10900,509859,1025.0874649206687,0.014792138181856773,0.2130543035658378
10920,505008,1015.1975713854958,0.014738632494799985,0.2131078092528946
10940,500157,1005.3076778503228,0.014685126809190348,0.2131613149385043
10960,495306,995.4177843151499,0.014631621125027836,0.21321482062266686
10980,486099,976.6269865983213,0.01452993478023703,0.2133165069674577
11000,466794,937.0674124576295,0.01431565658042676,0.21353078516726798
11020,447390,897.5078383169378,0.01410163389245954,0.21374480785523525
11040,427986,857.948264176246,0.01388761122764654,0.21395883052004824
11060,408582,818.3886900355543,0.013673588585987774,0.214172853161707
11080,389178,778.8291158948625,0.013459565967483208,0.21438687578021157
11100,369774,739.2695417541707,0.013245543372132858,0.2146008983755619
11120,350370,699.709967613479,0.01303152079993673,0.21481492094775798
11140,330966,660.1503934727872,0.012817498250894826,0.21502894349679988
11160,311661,620.5908193320955,0.012603220236801039,0.21524322151089362
11180,292257,581.0312451914037,0.012389197734121216,0.21545724401357344
11200,272853,541.471671050712,0.01217517525459563,0.215671266493099
11220,253449,501.91209691002024,0.011961152798224248,0.21588528894947037
11240,94455,177.5235889563518,0.010205862944230294,0.21764057880346438
11260,-99486,-218.07215245056042,0.008065386066222159,0.21978105568147255
11280,-241056,-506.8570436776068,0.006502792482001456,0.22134364926569322
11300,-260460,-546.4166178182986,0.006285018699092188,0.22156142304860246
11320,-279765,-585.9761919589903,0.0060321425632336315,0.221814299184461
11340,-299169,-625.5357660996821,0.00570227286624508,0.22214416888144953
11360,-318573,-665.0953402403738,0.005275026758699832,0.22257141498899483
11380,-337977,-704.6549143810656,0.0047656990621568265,0.22308074268553782
11400,-357381,-744.2144885217574,0.004185460058518159,0.22366098168917647
11420,-376785,-783.7740626624491,0.0034987681103515935,0.22434767363734304
11440,-396189,-823.3336368031408,0.0026788779634823153,0.2251675637842123
11460,-415593,-862.8932109438326,0.0016953782421932958,0.2261510635055013
11480,-434898,-902.4527850845244,0.0005423151103049038,0.22730412663738975
11500,-454302,-942.0123592252162,-0.0007632042241437164,0.2286096459718384
11520,-473706,-981.5719333659079,-0.002199350013671331,0.23004579176136597
11540,-481428,-997.3957630221846,-0.0028048247723890915,0.23065126652008378
11560,-486279,-1007.2856565573575,-0.0031877084725695,0.23103415022026416
11580,-491130,-1017.1755500925304,-0.0035761339509129647,0.23142257569860764
11600,-495981,-1027.0654436277034,-0.003968323236551482,0.23181476498424614
11620,-500832,-1036.9553371628763,-0.004365854314577302,0.23221229606227195
11640,-505683,-1046.8452306980494,-0.004767253681636545,0.2326136954293312
11660,-510534,-1056.7351242332222,-0.00517075795985077,0.23301719970754547
11680,-515385,-1066.625017768395,-0.005576281863713583,0.2334227236114083
11700,-520236,-1076.5149113035675,-0.005983331352616965,0.23382977310031167
11720,-525087,-1086.4048048387378,-0.006392344337320898,0.2342387860850156
11740,-529938,-1096.2946983739084,-0.006803605405427118,0.23465004715312185
11760,-534789,-1106.184591909079,-0.007216563836890124,0.23506300558458484
11780,-539640,-1116.0744854442496,-0.00763134359225855,0.23547778533995326
11800,-544491,-1125.9643789794202,-0.008048135232125385,0.2358945769798201
11820,-549342,-1135.8542725145908,-0.008466577985609429,0.2363130197333042
11840,-554193,-1145.7441660497611,-0.008886070228080144,0.23673251197577488
11860,-559044,-1155.634059584932,-0.009306046041557712,0.23715248778925244
11880,-563895,-1165.5239531201023,-0.009726778147174061,0.23757321989486874
11900,-568746,-1175.413846655273,-0.01014804350541115,0.23799448525310585
11920,-573597,-1185.3037401904435,-0.010569743855001437,0.23841618560269612
11940,-578448,-1195.193633725614,-0.010991800552738726,0.2388382423004334
11960,-583299,-1205.0835272607844,-0.011414276712580962,0.2392607184602756
11980,-588150,-1214.9734207959552,-0.011837069973984093,0.23968351172167873
12000,-593001,-1224.8633143311256,-0.012260020733664105,0.24010646248135875
12020,-597852,-1234.7532078662964,-0.01268320499642249,0.24052964674411714
12040,-602703,-1244.6431014014668,-0.013106525154850774,0.24095296690254547
12060,-607554,-1254.5329949366374,-0.013535819676850346,0.24138226142454497
12080,-612405,-1264.4228884718082,-0.013984008267706731,0.24183045001540135
12100,-617256,-1274.3127820069785,-0.0144585757574289,0.24230501750512357
12120,-622008,-1284.2026755421489,-0.014965522424585738,0.24281196417228046
12140,-626859,-1294.0925690773197,-0.01563053999990844,0.24347698174760313
12153,-630027,-1300.5209998751805,-0.016290077799078158,0.24413651954677282
12160,-630027,-1297.0595371378706,-0.01620917601376989,0.24421742133208107
12180,-630027,-1287.1696436027003,-0.016143150812475728,0.24428344653337525
12200,-630027,-1277.2797500675297,-0.01607712561417419,0.2443494717316768
12220,-628627,-1267.389856532359,-0.016014713417333615,0.24441188392851734
12240,-623827,-1257.4999629971885,-0.01596107574359101,0.24446552160225996
12260,-618927,-1247.6100694620181,-0.015907696144621845,0.24451890120122913
12280,-614127,-1237.7201759268473,-0.01585405847382155,0.24457253887202943
12300,-609227,-1227.830282391677,-0.015800678877767173,0.24462591846808387
12320,-604427,-1217.9403888565064,-0.015747041209909156,0.24467955613594186
12340,-599627,-1208.0504953213358,-0.01569340354352918,0.2447331938023219
12360,-594727,-1198.1606017861652,-0.01564002395185385,0.2447865733939972
12380,-589927,-1188.2707082509949,-0.015586386288416182,0.2448402110574349
12400,-585027,-1178.380814715824,-0.015533006699655653,0.2448935906461954
12420,-580227,-1168.4909211806537,-0.015479369039160263,0.24494722830669077
12440,-575327,-1158.6010276454829,-0.015425989453314531,0.24500060789253655
12460,-570527,-1148.7111341103125,-0.015372351795761439,0.24505424555008964
12480,-565627,-1138.821240575142,-0.015318972212830528,0.2451076251330206
12500,-560827,-1128.9313470399713,-0.015265334558219717,0.2451612627876314
12520,-555927,-1119.0414535048008,-0.015211954978203598,0.2452146423676476
12540,-551127,-1109.1515599696304,-0.015158317326535097,0.24526828001931605
12560,-546227,-1099.2616664344596,-0.015104937749433762,0.24532165959641739
12580,-541427,-1089.3717728992892,-0.015051300100707548,0.24537529724514356
12600,-536527,-1079.4818793641186,-0.014997920526520998,0.24542867681933014
12620,-531727,-1069.5919858289471,-0.01494428288073708,0.2454823144651141
12640,-526827,-1059.702092293774,-0.014890903309465334,0.24553569403638587
12660,-522027,-1049.812198758601,-0.01483726566662369,0.24558933167922756
12680,-517127,-1039.922305223428,-0.01478388609826674,0.24564271124758458
12700,-512327,-1030.0324116882553,-0.014730248458367397,0.24569634888748393
12720,-507427,-1020.1425181530823,-0.014676868892925268,0.24574972845292603
12740,-502627,-1010.2526246179093,-0.0146232312559682,0.245803366089883
12760,-497727,-1000.3627310827364,-0.014569851693440855,0.24585674565241034
12780,-492927,-990.4728375475635,-0.014516214059426078,0.2459103832864251
12800,-476427,-956.8471995279754,-0.014334310646035645,0.2460922866998155
12820,-457027,-917.2876253872837,-0.014120276290431322,0.24630632105541983
12840,-437627,-877.7280512465919,-0.0139062419582554,0.24652035538759576
12860,-418227,-838.1684771059001,-0.013692207649507838,0.24673438969634326
12880,-398927,-798.6089029652084,-0.013477915291517454,0.24694868205433362
12900,-379527,-759.0493288245166,-0.01326388102968165,0.2471627163161694
12920,-360127,-719.4897546838249,-0.013049846791274218,0.24737675055457684
12940,-340727,-679.9301805431331,-0.012835812576295192,0.24759078476955584
12960,-321327,-640.3706064024414,-0.012621778384744538,0.2478048189611065
12980,-301927,-600.8110322617496,-0.012407744216622283,0.24801885312922875
13000,-282527,-561.2514581210578,-0.012193710071928406,0.24823288727392265
13020,-263127,-521.6918839803661,-0.011979675950662932,0.24844692139518815
13040,-191427,-375.321459659808,-0.011187543448024365,0.24923905389782666
13060,2473,20.274281747104315,-0.009046946319689652,0.25137965102616144
13080,196373,415.87002315401674,-0.0069063515352963956,0.25352024581055477
13100,250673,526.6368307479527,-0.006305717338257163,0.25412088000759403
13120,270073,566.1964048886445,-0.006071070538165586,0.25435552680768553
13140,289473,605.7559790293362,-0.005766187204371357,0.2546604101414797
13160,308873,645.315553170028,-0.005365297394755538,0.25506129995109544
13180,328273,684.8751273107197,-0.004874488249038672,0.25555210909681225
13200,347673,724.4347014514115,-0.004313250204603214,0.2561133471412478
13220,367073,763.9942755921032,-0.003653534559159933,0.2567730627866911
13240,386473,803.553849732795,-0.002863015498400112,0.2575635818474509
13260,405873,843.1134238734868,-0.0019115577470377794,0.25851503959881317
13280,425273,882.6729980141785,-0.0007832514169992687,0.2596433459288518
13300,444673,922.2325721548702,0.0005123411720437457,0.26093893851789474
13320,464073,961.792146295562,0.00195345076913203,0.26238004811498283
13340,479073,992.4508162545981,0.0031483586562049293,0.26357495600205577
13360,483873,1002.3407097897712,0.003545106120256121,0.2639717034661069
13380,488773,1012.230603324944,0.003944615136386745,0.26437121248223744
13400,493573,1022.120496860117,0.004349463331390191,0.2647760606772409
13420,498473,1032.01039039529,0.004758295717767785,0.26518489306361853
13440,503273,1041.9002839304628,0.005170981417166963,0.2655975787630177
13460,508173,1051.790177465636,0.005585101339532332,0.26601169868538305
13480,512973,1061.6800710008085,0.0060020056205353145,0.266428602966386
13500,517873,1071.5699645359816,0.0064196109150266205,0.2668462082608773
13520,522673,1081.4598580711527,0.006840220209228845,0.2672668175550795
13540,527573,1091.3497516063233,0.007262133432116106,0.2676887307779667
13560,532373,1101.2396451414938,0.007687010326486907,0.2681136076723375
13580,537273,1111.1295386766644,0.008112427416438877,0.2685390247622896
13600,542073,1121.019432211835,0.008540625487812106,0.2689672228336628
13620,546873,1130.9093257470054,0.008970422641742245,0.269397019987593
13640,551773,1140.7992192821762,0.009400098422968187,0.269826695768819
13660,556573,1150.6891128173465,0.009831341206011443,0.2702579385518622
13680,561473,1160.5790063525171,0.010262167507027142,0.2706887648528779
13700,566273,1170.4688998876877,0.010694502544012833,0.27112109988986366
13720,571173,1180.3587934228583,0.011126507712223363,0.2715531050580743
13740,575973,1190.2486869580287,0.011559741440824894,0.27198633878667583
13760,580873,1200.1385804931995,0.01199210921608901,0.27241870656193995
13780,585673,1210.0284740283698,0.012425632728833314,0.27285223007468423
13800,590573,1219.9183675635404,0.012858413242006669,0.27328501058785765
13820,595373,1229.808261098711,0.013292461671215873,0.27371905901706695
13840,600273,1239.6981546338816,0.013725685935418822,0.2741522832812698
13860,605073,1249.5880481690522,0.01416100888084391,0.27458760622669476
13880,609973,1259.4779417042228,0.014614949380069683,0.27504154672592046
13900,614773,1269.3678352393931,0.015101803103464326,0.27552840044931504
13920,619673,1279.257728774564,0.015660970098560573,0.2760875674444112
13933,622773,1285.6861595724247,0.01625701893015599,0.2766836162760066
13940,622773,1282.2246968351149,0.016178717607747584,0.276761917598415
13960,622773,1272.3348032999443,0.01611269286428267,0.27682794234188
13980,622773,1262.444909764774,0.016046668123809133,0.27689396708235353
14000,621387,1252.555016229603,0.01598422021033164,0.27695641499583096
14020,616536,1242.6651226944327,0.015930714457506576,0.27700992074865605
14040,611685,1232.7752291592622,0.01587720870614487,0.27706342650001775
14060,606834,1222.8853356240916,0.015823702956246508,0.2771169322499163
14080,601983,1212.995442088921,0.0157701972078115,0.27717043799835134
14100,597132,1203.1055485537506,0.01571669146083983,0.27722394374532294
14120,592281,1193.2156550185798,0.015663185715331523,0.27727744949083116
14140,587430,1183.3257614834095,0.01560967997128658,0.27733095523487594
14160,582579,1173.4358679482386,0.015556174228704983,0.27738446097745756
14180,577728,1163.5459744130683,0.01550266848758675,0.27743796671857573
14200,572877,1153.6560808778977,0.015449162747931825,0.27749147245823075
14220,568026,1143.766187342727,0.015395657009740299,0.2775449781964224
14240,563175,1133.8762938075565,0.015342151273012094,0.27759848393315056
14260,558423,1123.9864002723862,0.015288390048483383,0.2776522451576791
14280,553572,1114.0965067372153,0.015234884314695513,0.277705750891467
14300,548721,1104.206613202045,0.015181378582370985,0.27775925662379164
14320,543870,1094.3167196668744,0.015127872851509799,0.27781276235465274
14340,539019,1084.4268261317038,0.01507436712211198,0.2778662680840505
14360,534168,1074.5369325965332,0.015020861394177513,0.277919773811985
14380,529317,1064.6470390613606,0.014967355667706376,0.27797327953845613
14400,524466,1054.7571455261875,0.014913849942698605,0.2780267852634639
14420,519615,1044.8672519910147,0.01486034421915416,0.2780802909870083
14440,514764,1034.9773584558416,0.014806838497073083,0.2781337967090894
14460,509913,1025.0874649206687,0.014753332776455352,0.2781873024297072
14480,505062,1015.1975713854958,0.014699827057300986,0.27824080814886165
14500,500211,1005.3076778503228,0.014646321339609965,0.2782943138665526
14520,495360,995.4177843151499,0.014592815623382311,0.2783478195827802
14540,486153,976.6269865983213,0.014491129217675161,0.2784495059884874
14560,466749,937.0674124576295,0.014277106378524952,0.2786635288276376
14580,447345,897.5078383169378,0.01406308356278839,0.27887755164337413
14600,427941,857.948264176246,0.013849060770465476,0.27909157443569704
14620,408537,818.3886900355543,0.013635038001556193,0.27930559720460635
14640,389232,778.8291158948625,0.01342075976727157,0.279519875438891
14660,369828,739.2695417541707,0.01320673704524403,0.27973389816091854
14680,350424,699.709967613479,0.012992714346630144,0.2799479208595324
14700,331020,660.1503934727872,0.01277869167142992,0.28016194353473256
14720,311616,620.5908193320955,0.012564669019643357,0.28037596618651917
14740,292212,581.0312451914037,0.012350646391270446,0.28058998881489206
14760,272808,541.471671050712,0.012136623786311203,0.28080401141985123
14780,253404,501.91209691002024,0.01192260120476564,0.28101803400139674
14800,94410,177.5235889563518,0.0101673103337013,0.28277332487246115
14820,-99432,-218.07215245056042,0.008026576751737008,0.28491405845442547
14840,-241002,-506.8570436776068,0.00646401133816871,0.2864766238679938
14860,-260406,-546.4166178182986,0.0062480770633826154,0.28669255814278005
14880,-279810,-585.9761919589903,0.006005052875625069,0.28693558233053745
14900,-299214,-625.5357660996821,0.005684741454819086,0.2872558937513433
14920,-318618,-665.0953402403738,0.005266989342233491,0.2876736458639289
14940,-338022,-704.6549143810656,0.004760465946507552,0.28818016925965484
14960,-357327,-744.2144885217574,0.004183635925958163,0.28875699928020426
14980,-376731,-783.7740626624491,0.0035025442226019597,0.2894380909835605
15000,-396135,-823.3336368031408,0.0026861485625343604,0.29025448664362813
15020,-415539,-862.8932109438326,0.0017041499653319945,0.29123648524083057
15040,-434943,-902.4527850845244,0.0005473327912225923,0.29239330241494
15060,-454347,-942.0123592252162,-0.0007709157231187465,0.29371155092928125
15080,-473751,-981.5719333659079,-0.002228031017020918,0.2951686662231835
15100,-481473,-997.3957630221846,-0.0028451234863878967,0.2957857586925505
15120,-486324,-1007.2856565573575,-0.0032357205535560444,0.2961763557597188
15140,-491175,-1017.1755500925304,-0.0036313065339048933,0.2965719417400676
15160,-496026,-1027.0654436277034,-0.004031405455945788,0.2969720406621085
15180,-500877,-1036.9553371628763,-0.004436795925800501,0.2973774311319633
15200,-505728,-1046.8452306980494,-0.004846727018413498,0.2977873622245762
15220,-510579,-1056.7351242332222,-0.005259149844744517,0.2981997850509073
15240,-515430,-1066.625017768395,-0.005673791041470915,0.29861442624763374
15260,-520281,-1076.5149113035675,-0.006090134812401578,0.2990307700185644
